file_name,label,min_odleglosc_pix,predkosc,kat,czy_w_tunelu_pod_obrecza,net_moved
backhit12.mp4,miss,51.01,19.85,130.91,FALSE,FALSE
backhit13.mp4,miss,42.73,6.32,71.57,FALSE,FALSE
backhit39.mp4,hit,29.06,10,36.87,FALSE,FALSE
backhit11.mp4,miss,27.33,18.38,157.62,TRUE,FALSE
backhit38.mp4,miss,21.34,23.41,160.02,TRUE,TRUE
backhit14.mp4,miss,40.37,16.28,137.49,FALSE,FALSE
backhit28.mp4,miss,33.1,24.04,163.07,FALSE,FALSE
backhit29.mp4,hit,19.22,5.39,68.2,TRUE,TRUE
backhit15.mp4,miss,43.81,21.19,160.71,FALSE,FALSE
backhit17.mp4,miss,38.08,19.42,145.49,FALSE,FALSE
backhit16.mp4,miss,52.85,18.36,119.36,TRUE,FALSE
backhit59.mp4,miss,38.52,22.85,23.2,FALSE,FALSE
backhit65.mp4,miss,2.12,22.8,37.87,FALSE,TRUE
backhit4.mp4,miss,44.63,17.46,113.63,FALSE,FALSE
backhit5.mp4,miss,46.35,20.02,177.14,FALSE,FALSE
backhit70.mp4,miss,54.5,7.21,123.69,FALSE,FALSE
backhit64.mp4,miss,27.77,18.79,25.2,FALSE,TRUE
backhit58.mp4,hit,9.6,17.89,153.43,TRUE,TRUE
backhit66.mp4,hit,21.15,24.17,24.44,TRUE,TRUE
backhit7.mp4,miss,31.3,19.31,111.25,FALSE,FALSE
backhit6.mp4,miss,39.87,21.38,169.22,FALSE,FALSE
backhit67.mp4,miss,12.05,4.12,75.96,TRUE,TRUE
backhit63.mp4,miss,38.46,22.83,28.81,FALSE,FALSE
backhit2.mp4,hit,36.08,10.77,111.8,FALSE,FALSE
backhit3.mp4,miss,38.34,20.88,163.3,FALSE,FALSE
backhit62.mp4,hit,14.13,22.83,28.81,FALSE,FALSE
backhit60.mp4,miss,27.8,11.4,142.13,FALSE,TRUE
backhit48.mp4,miss,37.37,21.54,21.8,FALSE,FALSE
backhit1.mp4,miss,46.62,15.65,116.57,FALSE,FALSE
backhit49.mp4,miss,24.03,24.41,34.99,TRUE,TRUE
backhit61.mp4,hit,13.62,14.14,135,TRUE,TRUE
backhit44.mp4,miss,55.48,18.6,36.25,FALSE,FALSE
backhit50.mp4,miss,49.44,22.47,32.28,FALSE,FALSE
backhit51.mp4,miss,47.59,23.32,30.96,FALSE,FALSE
backhit45.mp4,miss,34.3,20.22,8.53,FALSE,FALSE
backhit53.mp4,miss,38.46,25.63,20.56,FALSE,FALSE
backhit47.mp4,miss,24.65,22.85,23.2,FALSE,TRUE
backhit46.mp4,miss,29.48,21.47,27.76,FALSE,FALSE
backhit52.mp4,miss,27.09,22.2,35.84,FALSE,FALSE
backhit56.mp4,miss,29.73,21.54,21.8,FALSE,FALSE
backhit42.mp4,miss,35.33,13.15,8.75,FALSE,FALSE
backhit43.mp4,miss,43.74,13.34,77.01,FALSE,FALSE
backhit57.mp4,miss,43.19,22.36,26.57,FALSE,FALSE
backhit41.mp4,miss,17.16,13.45,41.99,FALSE,TRUE
backhit55.mp4,miss,31.56,22.85,23.2,FALSE,FALSE
backhit69.mp4,hit,20.56,21.93,43.15,TRUE,TRUE
backhit9.mp4,miss,22.56,6.08,80.54,FALSE,FALSE
backhit68.mp4,miss,39.38,23.43,39.81,FALSE,FALSE
backhit54.mp4,hit,21.21,26.08,32.47,TRUE,TRUE
backhit40.mp4,miss,55.76,18.6,36.25,FALSE,FALSE
backhit27.mp4,miss,37.82,23.41,160.02,TRUE,FALSE
backhit33.mp4,miss,43.99,18.44,167.47,FALSE,FALSE
backhit32.mp4,miss,48.86,22.47,159.15,FALSE,FALSE
backhit26.mp4,hit,23.12,0,0,TRUE,TRUE
backhit18.mp4,hit,14.99,16.12,60.26,TRUE,TRUE
backhit30.mp4,miss,46.65,0,0,FALSE,FALSE
backhit25.mp4,miss,14.6,21.84,164.05,TRUE,TRUE
backhit31.mp4,hit,43.96,20.22,171.47,FALSE,FALSE
backhit19.mp4,hit,12.65,9.43,57.99,FALSE,TRUE
backhit35.mp4,miss,10.63,12.04,48.37,TRUE,TRUE
backhit21.mp4,miss,38.05,7.07,135,FALSE,FALSE
backhit20.mp4,miss,50.47,4.12,75.96,FALSE,FALSE
backhit34.mp4,miss,18.98,19.85,130.91,TRUE,TRUE
backhit22.mp4,hit,22.01,13.34,77.01,FALSE,TRUE
backhit36.mp4,miss,52.38,20.25,159.78,FALSE,FALSE
backhit37.mp4,hit,9.08,13.89,59.74,FALSE,TRUE
backhit23.mp4,hit,12.06,11,90,TRUE,TRUE
