file_name,label,min_odleglosc_pix,predkosc,kat,czy_w_tunelu_pod_obrecza,net_moved
scored41.mp4,hit,8.97,2.83,45,TRUE,TRUE
scored55.mp4,hit,2.92,21.47,27.76,FALSE,TRUE
scored69.mp4,hit,15.77,21.63,33.69,TRUE,TRUE
scored68.mp4,hit,8.25,18.25,80.54,TRUE,TRUE
scored54.mp4,hit,8.56,16.4,142.43,TRUE,TRUE
scored40.mp4,hit,21.34,21.54,158.2,TRUE,TRUE
scored44.mp4,hit,2.25,5,36.87,TRUE,TRUE
scored50.mp4,hit,17.17,17.46,13.24,TRUE,TRUE
scored51.mp4,hit,19.47,22.83,28.81,FALSE,TRUE
scored45.mp4,hit,3.09,7.81,140.19,TRUE,TRUE
scored8.mp4,hit,34.76,23.6,143.62,TRUE,TRUE
scored53.mp4,hit,14.19,10.3,119.05,FALSE,TRUE
scored47.mp4,hit,20.73,25.24,33.69,TRUE,TRUE
scored46.mp4,hit,11.48,18.38,22.38,TRUE,TRUE
scored52.mp4,hit,7.34,7.81,140.19,FALSE,TRUE
scored9.mp4,hit,28.65,24.19,150.26,TRUE,TRUE
missed57.mp4,miss,34.69,4,90,TRUE,TRUE
missed43.mp4,miss,50.25,22.8,164.74,FALSE,TRUE
missed42.mp4,miss,10.63,1,-90,TRUE,TRUE
missed56.mp4,miss,19.77,21.4,37.41,FALSE,TRUE
missed40.mp4,miss,45.92,16.49,165.96,FALSE,TRUE
missed54.mp4,miss,48.64,21.47,27.76,FALSE,FALSE
missed55.mp4,miss,8.47,11.18,100.3,TRUE,TRUE
missed41.mp4,miss,39.96,20.12,153.43,FALSE,TRUE
missed45.mp4,miss,40.35,20.88,16.7,FALSE,FALSE
missed51.mp4,miss,29.48,21.47,27.76,FALSE,TRUE
missed50.mp4,miss,49.16,22.36,10.3,FALSE,TRUE
missed44.mp4,miss,34.04,21.93,155.77,FALSE,TRUE
missed52.mp4,miss,53.44,18.87,32.01,FALSE,TRUE
missed46.mp4,miss,63.77,19.85,49.09,FALSE,FALSE
missed47.mp4,miss,33.62,20.25,20.22,FALSE,TRUE
missed53.mp4,miss,44.79,21.93,24.23,FALSE,TRUE
missed34.mp4,miss,62.42,26.25,107.74,FALSE,TRUE
missed20.mp4,miss,46.62,22.8,164.74,FALSE,FALSE
missed21.mp4,miss,6.38,6.08,80.54,TRUE,TRUE
missed35.mp4,miss,30.01,18.87,147.99,FALSE,TRUE
missed9.mp4,miss,35.98,14.14,98.13,FALSE,TRUE
missed23.mp4,miss,39.77,20.4,168.69,FALSE,FALSE
missed37.mp4,miss,55.76,18.38,135,FALSE,TRUE
missed36.mp4,miss,19.81,3.16,71.57,TRUE,TRUE
missed22.mp4,miss,42.78,24.7,158.63,FALSE,TRUE
missed8.mp4,miss,27.25,15.23,156.8,TRUE,TRUE
missed26.mp4,miss,267.05,25.5,-138.18,FALSE,FALSE
missed32.mp4,miss,40.51,22.14,161.57,FALSE,FALSE
missed33.mp4,miss,40.86,19,180,FALSE,FALSE
missed27.mp4,miss,37.03,21.54,158.2,FALSE,TRUE
missed31.mp4,miss,19.88,13.04,175.6,TRUE,TRUE
missed25.mp4,miss,44.35,17.46,166.76,FALSE,TRUE
missed19.mp4,miss,32.18,8.06,150.26,TRUE,TRUE
missed18.mp4,miss,51.08,22.2,172.23,FALSE,TRUE
missed24.mp4,miss,66.67,19.85,49.09,FALSE,FALSE
missed30.mp4,miss,28.71,23.35,170.13,TRUE,TRUE
missed3.mp4,miss,50.71,15.65,116.57,FALSE,FALSE
missed29.mp4,miss,58.24,21.1,174.56,FALSE,FALSE
missed15.mp4,miss,48.31,15.03,176.19,FALSE,FALSE
missed14.mp4,miss,19.13,5.1,101.31,TRUE,TRUE
missed28.mp4,miss,43.71,19.7,66.04,FALSE,FALSE
missed2.mp4,miss,23.95,36.07,136.12,TRUE,TRUE
missed16.mp4,miss,37.48,23.41,160.02,FALSE,TRUE
missed17.mp4,miss,30.1,21.93,155.77,TRUE,TRUE
missed1.mp4,miss,45.59,17,151.93,FALSE,FALSE
missed5.mp4,miss,40.36,4.47,116.57,FALSE,FALSE
missed13.mp4,miss,44.52,22.14,161.57,FALSE,FALSE
missed12.mp4,miss,48.99,15.26,121.61,FALSE,FALSE
missed4.mp4,miss,23.89,20.62,140.91,TRUE,TRUE
missed6.mp4,miss,36.51,19.92,107.53,FALSE,FALSE
missed10.mp4,miss,39.77,21.38,169.22,FALSE,FALSE
missed38.mp4,miss,34.26,20.62,165.96,FALSE,TRUE
missed39.mp4,miss,39.66,17.69,132.71,FALSE,TRUE
missed11.mp4,miss,11.56,10,90,TRUE,FALSE
missed7.mp4,miss,44.51,18.03,160.56,FALSE,FALSE
missed62.mp4,miss,30.32,6.08,9.46,FALSE,TRUE
missed63.mp4,miss,37.95,21.63,33.69,FALSE,FALSE
missed49.mp4,miss,13.53,3.16,108.43,TRUE,TRUE
missed61.mp4,miss,59.21,22.47,32.28,FALSE,TRUE
missed60.mp4,miss,15.12,15.03,93.81,TRUE,TRUE
missed48.mp4,miss,18.51,7.07,135,TRUE,TRUE
missed64.mp4,miss,30.49,10.05,95.71,TRUE,FALSE
missed58.mp4,miss,26.33,5.39,158.2,FALSE,TRUE
missed59.mp4,miss,9.4,24.76,46.64,TRUE,TRUE
missed65.mp4,miss,21.96,7.07,98.13,FALSE,TRUE
missed67.mp4,miss,23.66,10.82,33.69,TRUE,TRUE
missed66.mp4,miss,14.85,5.1,101.31,TRUE,TRUE
backhit12.mp4,miss,51.01,17.69,132.71,FALSE,FALSE
backhit13.mp4,miss,42.73,6.32,71.57,FALSE,FALSE
backhit39.mp4,hit,8.97,2.83,45,TRUE,TRUE
backhit11.mp4,miss,27.17,15.23,156.8,TRUE,TRUE
backhit38.mp4,miss,21.34,21.54,158.2,TRUE,TRUE
backhit14.mp4,miss,40.37,16.28,137.49,FALSE,FALSE
backhit28.mp4,miss,32.18,8.06,150.26,TRUE,TRUE
backhit29.mp4,hit,19.22,6.71,63.43,TRUE,TRUE
backhit15.mp4,miss,43.81,18.03,160.56,FALSE,FALSE
backhit17.mp4,miss,38.08,17.49,149.04,FALSE,FALSE
backhit16.mp4,miss,52.85,17.03,130.24,TRUE,FALSE
backhit59.mp4,miss,4.37,7.07,81.87,TRUE,TRUE
backhit65.mp4,miss,2.12,22.8,37.87,FALSE,TRUE
backhit4.mp4,miss,44.63,14.76,118.3,FALSE,FALSE
backhit5.mp4,miss,46.35,20.02,177.14,FALSE,FALSE
backhit70.mp4,miss,54.5,7.21,123.69,FALSE,FALSE
backhit64.mp4,miss,27.77,18.79,25.2,FALSE,TRUE
backhit58.mp4,hit,9.6,23.77,22.25,TRUE,TRUE
backhit66.mp4,hit,21.15,24.17,24.44,TRUE,TRUE
backhit7.mp4,miss,31.3,20.25,122.91,FALSE,FALSE
backhit6.mp4,miss,39.87,21.38,169.22,FALSE,FALSE
backhit67.mp4,miss,12.05,2,90,TRUE,TRUE
backhit63.mp4,miss,29.45,6.08,99.46,TRUE,TRUE
backhit2.mp4,hit,36.08,10.77,111.8,FALSE,FALSE
backhit3.mp4,miss,38.34,19.42,168.11,FALSE,FALSE
backhit62.mp4,hit,14.13,22.83,28.81,FALSE,TRUE
backhit60.mp4,miss,27.8,11.4,142.13,FALSE,TRUE
backhit48.mp4,miss,36.59,21.02,25.35,FALSE,TRUE
backhit1.mp4,miss,46.62,15.65,116.57,FALSE,FALSE
backhit49.mp4,miss,24.03,24.41,34.99,TRUE,TRUE
backhit61.mp4,hit,13.62,14.14,135,TRUE,TRUE
backhit44.mp4,miss,55.48,18.6,36.25,FALSE,TRUE
backhit50.mp4,miss,49.44,22.47,32.28,FALSE,TRUE
backhit51.mp4,miss,47.59,23.32,30.96,FALSE,TRUE
backhit45.mp4,miss,34.3,20.22,8.53,FALSE,TRUE
backhit53.mp4,miss,38.46,25.63,20.56,FALSE,FALSE
backhit47.mp4,miss,24.65,21.54,21.8,FALSE,TRUE
backhit46.mp4,miss,29.48,21.47,27.76,FALSE,TRUE
backhit52.mp4,miss,27.09,21.1,31.43,FALSE,FALSE
backhit56.mp4,miss,29.73,21.54,21.8,FALSE,TRUE
backhit42.mp4,miss,18.51,7.07,135,TRUE,TRUE
backhit43.mp4,miss,43.74,13.34,77.01,FALSE,TRUE
backhit57.mp4,miss,43.19,22.36,26.57,FALSE,TRUE
backhit41.mp4,miss,17.16,13.45,41.99,FALSE,TRUE
backhit55.mp4,miss,31.56,22.85,23.2,FALSE,FALSE
backhit69.mp4,hit,20.56,21.93,43.15,FALSE,TRUE
backhit9.mp4,miss,22.56,2.24,116.57,FALSE,TRUE
backhit68.mp4,miss,6.52,7,90,TRUE,TRUE
backhit54.mp4,hit,21.21,26.08,32.47,TRUE,TRUE
backhit40.mp4,miss,55.76,18.6,36.25,FALSE,FALSE
backhit27.mp4,miss,37.82,23.41,160.02,FALSE,TRUE
backhit33.mp4,miss,43.99,18.44,167.47,FALSE,TRUE
backhit32.mp4,miss,48.86,22.47,159.15,FALSE,TRUE
backhit26.mp4,hit,23.12,24.19,150.26,TRUE,TRUE
backhit18.mp4,hit,14.99,13.04,57.53,TRUE,TRUE
backhit30.mp4,miss,46.65,18.11,173.66,FALSE,TRUE
backhit25.mp4,miss,14.6,18.03,176.82,TRUE,TRUE
backhit31.mp4,hit,40.21,20.25,159.78,FALSE,TRUE
backhit19.mp4,hit,12.65,19.42,168.11,FALSE,TRUE
backhit35.mp4,miss,10.63,1,-90,TRUE,TRUE
backhit21.mp4,miss,38.05,7.07,135,FALSE,FALSE
backhit20.mp4,miss,50.47,4.12,75.96,FALSE,FALSE
backhit34.mp4,miss,18.98,18.38,135,TRUE,TRUE
backhit22.mp4,hit,22.01,9.85,66.04,FALSE,TRUE
backhit36.mp4,miss,52.38,20.25,159.78,FALSE,TRUE
backhit37.mp4,hit,9.08,20.62,140.91,TRUE,TRUE
backhit23.mp4,hit,12.06,3.16,71.57,TRUE,TRUE
